t,X1-x,X1-y,X1-z,X1_t-x,X1_t-y,X1_t-z,X3-x,X3-y,X3-z,X3_t-x,X3_t-y,X3_t-z
0.6766667,0.547608,1,-0.08936757,2.196753,0,0.9263306,0.3533334,1.707107,0.2071068,2,2.384186E-07,0,
0.68,0.5549306,1,-0.08627364,2.196789,0,0.9300326,0.36,1.707107,0.2071068,2,-2.384186E-07,0,
0.6833333,0.5622532,1,-0.08316731,2.196822,0,0.9337409,0.3666667,1.707107,0.2071068,2,0,0,
0.6866667,0.569576,1,-0.08004871,2.196853,0,0.9374557,0.3733333,1.707107,0.2071068,2,0,0,
0.69,0.5768989,1,-0.07691765,2.196881,0,0.9411768,0.38,1.707107,0.2071068,2,0,0,
0.6933333,0.5842219,1,-0.07377419,2.196907,0,0.9449043,0.3866666,1.707107,0.2071068,2,0,-1.192093E-07,
0.6966667,0.5915449,1,-0.07061827,2.19693,0,0.9486381,0.3933333,1.707107,0.2071068,2,2.384186E-07,1.192093E-07,
0.7,0.5988681,1,-0.0674499,2.196951,0,0.9523782,0.4,1.707107,0.2071068,2,-2.384186E-07,0,
0.7033333,0.6061913,1,-0.06426907,2.196969,0,0.9561247,0.4066666,1.707107,0.2071068,2,0,0,
0.7066666,0.6135145,1,-0.06107581,2.196985,0,0.9598775,0.4133333,1.707107,0.2071068,2,2.384186E-07,0,
0.71,0.6208378,1,-0.05786988,2.196999,0,0.9636366,0.42,1.707107,0.2071068,2,0,1.192093E-07,
0.7133333,0.6281612,1,-0.05465153,2.19701,0,0.9674019,0.4266666,1.707107,0.2071068,2,2.384186E-07,0,
0.7166666,0.6354845,1,-0.05142057,2.197018,0,0.9711736,0.4333333,1.707107,0.2071068,2,0,0,
0.72,0.642808,1,-0.04817697,2.197025,0,0.9749517,0.44,1.707107,0.2071068,2,-2.384186E-07,-1.192093E-07,
0.7233334,0.6501315,1,-0.04492083,2.197028,0,0.9787359,0.4466667,1.707107,0.2071068,2,0,0,
0.7266667,0.6574549,1,-0.04165202,2.197029,0,0.9825262,0.4533334,1.707107,0.2071068,2,0,0,
0.73,0.6647784,1,-0.03837064,2.197028,0,0.9863228,0.4600001,1.707107,0.2071068,2,-2.384186E-07,0,
0.7333333,0.6721017,1,-0.03507662,2.197025,0,0.9901258,0.4666667,1.707107,0.2071068,2,-2.384186E-07,0,
0.7366667,0.6794252,1,-0.03176981,2.197018,0,0.9939349,0.4733334,1.707107,0.2071068,2,0,0,
0.74,0.6867485,1,-0.02845034,2.19701,0,0.9977501,0.48,1.707107,0.2071068,2,0,0,
0.7433333,0.6940719,1,-0.02511817,2.196999,0,1.001572,0.4866667,1.707107,0.2071068,2,0,-1.192093E-07,
0.7466667,0.7013952,1,-0.02177322,2.196985,0,1.005399,0.4933333,1.707107,0.2071068,2,0,0,
0.75,0.7087184,1,-0.01841548,2.19697,0,1.009233,0.5,1.707107,0.2071068,2,0,0,
0.7533333,0.7160416,1,-0.01504496,2.196951,0,1.013073,0.5066667,1.707107,0.2071068,2,0,0,
0.7566667,0.7233647,1,-0.01166168,2.196931,0,1.016919,0.5133333,1.707107,0.2071068,2,-2.384186E-07,0,
0.76,0.7306878,1,-0.008265495,2.196908,0,1.020771,0.52,1.707107,0.2071068,2,2.384186E-07,0,
0.7633333,0.7380108,1,-0.004856527,2.196882,0,1.024629,0.5266666,1.707107,0.2071068,2,0,1.192093E-07,
0.7666667,0.7453337,1,-0.001434684,2.196854,0,1.028494,0.5333333,1.707107,0.2071068,2,0,-1.192093E-07,
0.77,0.7526564,1,0.002000064,2.196824,0,1.032364,0.54,1.707107,0.2071068,2,-2.384186E-07,0,
0.7733333,0.7599791,1,0.005447745,2.196791,0,1.036241,0.5466666,1.707107,0.2071068,2,0,0,
0.7766666,0.7673017,1,0.008908421,2.196755,0,1.040123,0.5533333,1.707107,0.2071068,2,0,1.192093E-07,
0.78,0.7746241,1,0.01238191,2.196718,0,1.044012,0.5599999,1.707107,0.2071068,2,0,0,
0.7833334,0.7819466,1,0.01586851,2.196678,0,1.047907,0.5666667,1.707107,0.2071068,2,-2.384186E-07,0,
0.7866667,0.7892687,1,0.01936802,2.196635,0,1.051808,0.5733334,1.707107,0.2071068,2,-2.384186E-07,0,
0.79,0.7965908,1,0.02288058,2.19659,0,1.055714,0.58,1.707107,0.2071068,2,0,0,
0.7933334,0.8039127,1,0.02640614,2.196543,0,1.059627,0.5866667,1.707107,0.2071068,2,-2.384186E-07,-1.192093E-07,
0.7966667,0.8112344,1,0.02994475,2.196493,0,1.063546,0.5933334,1.707107,0.2071068,2,-2.384186E-07,1.192093E-07,
0.8,0.818556,1,0.03349641,2.196441,0,1.06747,0.6,1.707107,0.2071068,2,2.384186E-07,0,
0.8033333,0.8258773,1,0.03706121,2.196387,0,1.071401,0.6066667,1.707107,0.2071068,2,0,0,
0.8066667,0.8331985,1,0.04063913,2.19633,0,1.075338,0.6133333,1.707107,0.2071068,2,-2.384186E-07,1.192093E-07,
0.81,0.8405195,1,0.04423013,2.196271,0,1.07928,0.62,1.707107,0.2071068,2,0,-1.192093E-07,
0.8133333,0.8478404,1,0.04783431,2.196209,0,1.083229,0.6266667,1.707107,0.2071068,2,2.384186E-07,0,
0.8166667,0.8551609,1,0.05145165,2.196145,0,1.087183,0.6333333,1.707107,0.2071068,2,0,0,
0.82,0.8624812,1,0.0550822,2.196079,0,1.091144,0.64,1.707107,0.2071068,2,0,0,
0.8233333,0.8698014,1,0.05872595,2.19601,0,1.09511,0.6466666,1.707107,0.2071068,2,0,0,
0.8266667,0.8771213,1,0.06238291,2.195939,0,1.099082,0.6533333,1.707107,0.2071068,2,0,-1.192093E-07,
0.83,0.884441,1,0.06605318,2.195866,0,1.10306,0.66,1.707107,0.2071068,2,2.384186E-07,0,
0.8333333,0.8917603,1,0.06973669,2.19579,0,1.107044,0.6666666,1.707107,0.2071068,2,2.384186E-07,-1.192093E-07,
0.8366666,0.8990796,1,0.07343352,2.195712,0,1.111034,0.6733333,1.707107,0.2071068,2,2.384186E-07,2.384186E-07,
0.84,0.9063985,1,0.07714358,2.195632,0,1.11503,0.6799999,1.707107,0.2071068,2,-2.384186E-07,-1.192093E-07,
0.8433333,0.9137172,1,0.08086696,2.195549,0,1.119031,0.6866667,1.707107,0.2071068,2,0,0,
0.8466667,0.9210355,1,0.08460382,2.195464,0,1.123038,0.6933334,1.707107,0.2071068,2,0,-1.192093E-07,
0.85,0.9283536,1,0.08835396,2.195376,0,1.127051,0.7,1.707107,0.2071068,2,-2.384186E-07,-1.192093E-07,
0.8533334,0.9356714,1,0.09211749,2.195287,0,1.13107,0.7066667,1.707107,0.2071068,2,-2.384186E-07,0,
0.8566667,0.9429888,1,0.09589443,2.195195,0,1.135095,0.7133333,1.707107,0.2071068,2,2.384186E-07,0,
0.86,0.9503061,1,0.09968477,2.195101,0,1.139125,0.72,1.707107,0.2071068,2,0,0,
0.8633333,0.9576229,1,0.1034886,2.195004,0,1.143162,0.7266667,1.707107,0.2071068,2,2.384186E-07,0,
0.8666667,0.9649394,1,0.1073059,2.194905,0,1.147204,0.7333333,1.707107,0.2071068,2,0,0,
0.87,0.9722555,1,0.1111366,2.194804,0,1.151251,0.74,1.707107,0.2071068,2,0,0,
0.8733333,0.9795713,1,0.1149809,2.1947,0,1.155305,0.7466667,1.707107,0.2071068,2,2.384186E-07,0,
0.8766667,0.9868869,1,0.1188387,2.194595,0,1.159364,0.7533333,1.707107,0.2071068,2,0,0,
0.88,0.994202,1,0.12271,2.194487,0,1.163429,0.76,1.707107,0.2071068,2,0,0,
0.8833333,1.001517,1,0.1265948,2.194376,0,1.1675,0.7666667,1.707107,0.2071068,2,-4.768372E-07,-1.192093E-07,
0.8866667,1.008831,1,0.1304933,2.194264,0,1.171576,0.7733333,1.707107,0.2071068,2,4.768372E-07,1.192093E-07,
0.89,1.016145,1,0.1344053,2.194149,0,1.175658,0.7799999,1.707107,0.2071068,2,0,-1.192093E-07,
0.8933333,1.023459,1,0.138331,2.194032,0,1.179746,0.7866666,1.707107,0.2071068,2,0,0,
0.8966666,1.030772,1,0.1422703,2.193913,0,1.183839,0.7933332,1.707107,0.2071069,2,0,0,
0.9,1.038085,1,0.1462233,2.193792,0,1.187938,0.8,1.707107,0.2071068,2,0,0,
0.9033333,1.045397,1,0.1501898,2.193668,0,1.192043,0.8066666,1.707107,0.2071068,2,-4.768372E-07,0,
0.9066667,1.052709,1,0.1541704,2.193542,0,1.196153,0.8133335,1.707107,0.2071069,2,0,2.384186E-07,
0.91,1.060021,1,0.1581643,2.193414,0,1.200269,0.8200001,1.707107,0.2071068,2,0,0,
0.9133334,1.067332,1,0.1621721,2.193284,0,1.204391,0.8266667,1.707107,0.2071068,2,-4.768372E-07,-1.192093E-07,
0.9166667,1.074643,1,0.1661936,2.193151,0,1.208518,0.8333334,1.707107,0.2071068,2,-4.768372E-07,0,
0.92,1.081953,1,0.1702289,2.193017,0,1.212651,0.84,1.707107,0.2071068,2,0,-1.192093E-07,
0.9233333,1.089263,1,0.174278,2.19288,0,1.216789,0.8466667,1.707107,0.2071068,2,-4.768372E-07,0,
0.9266667,1.096572,1,0.1783409,2.192741,0,1.220933,0.8533334,1.707107,0.2071068,2,4.768372E-07,1.192093E-07,
0.93,1.103881,1,0.1824175,2.1926,0,1.225082,0.86,1.707107,0.2071068,2,4.768372E-07,0,
0.9333333,1.11119,1,0.186508,2.192457,0,1.229237,0.8666667,1.707107,0.2071068,2,0,1.192093E-07,
0.9366667,1.118498,1,0.1906124,2.192311,0,1.233398,0.8733333,1.707107,0.2071069,2,0,1.192093E-07,
0.94,1.125805,1,0.1947306,2.192164,0,1.237564,0.88,1.707107,0.2071068,2,4.768372E-07,1.192093E-07,
0.9433333,1.133112,1,0.1988629,2.192014,0,1.241736,0.8866667,1.707107,0.2071068,2,0,2.384186E-07,
0.9466667,1.140419,1,0.2030089,2.191862,0,1.245913,0.8933334,1.707107,0.2071068,2,0,1.192093E-07,
0.95,1.147724,1,0.2071689,2.191708,0,1.250096,0.9,1.707107,0.2071068,2,0,1.192093E-07,
0.9533333,1.15503,1,0.2113428,2.191552,0,1.254284,0.9066666,1.707107,0.2071068,2,0,1.192093E-07,
0.9566666,1.162335,1,0.2155308,2.191394,0,1.258477,0.9133332,1.707107,0.2071068,2,0,-1.192093E-07,
0.96,1.169639,1,0.2197328,2.191234,0,1.262677,0.92,1.707107,0.2071068,2,0,0,
0.9633333,1.176943,1,0.2239487,2.191072,0,1.266881,0.9266666,1.707107,0.2071068,2,0,1.192093E-07,
0.9666666,1.184246,1,0.2281786,2.190907,0,1.271092,0.9333332,1.707107,0.2071068,2,0,0,
0.97,1.191549,1,0.2324226,2.190741,0,1.275307,0.9400001,1.707107,0.2071068,2,0,0,
0.9733334,1.198851,1,0.2366808,2.190573,0,1.279528,0.9466667,1.707107,0.2071068,2,0,0,
0.9766667,1.206153,1,0.2409528,2.190402,0,1.283755,0.9533333,1.707107,0.2071068,2,4.768372E-07,0,
0.98,1.213454,1,0.245239,2.19023,0,1.287987,0.9600002,1.707107,0.2071068,2,0,2.384186E-07,
0.9833333,1.220755,1,0.2495394,2.190055,0,1.292224,0.9666667,1.707107,0.2071068,2,0,0,
0.9866667,1.228054,1,0.2538539,2.189879,0,1.296466,0.9733334,1.707107,0.2071068,2,0,0,
0.99,1.235354,1,0.2581826,2.1897,0,1.300715,0.98,1.707107,0.2071068,2,-4.768372E-07,-2.384186E-07,
0.9933333,1.242652,1,0.2625253,2.18952,0,1.304968,0.9866667,1.707107,0.2071069,2,-4.768372E-07,0,
0.9966667,1.24995,1,0.2668823,2.189337,0,1.309227,0.9933333,1.707107,0.2071069,2,0,0,
1,1.257248,1,0.2712535,2.189153,0,1.313491,1,1.707107,0.2071068,2,0,0,
